;PROFILE_NAME;REGION;MASTER_POLLUTANT;CATEGORY_LEVEL_1_Generation_Mechanism;CATEGORY_LEVEL_2_Sector_Equipment;CATEGORY_LEVEL_3_ Fuel_Product;SPECIES_NAME;WEIGHT_PERCENT
43016;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43017;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43021;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43022;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43024;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43026;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43027;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43028;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43029;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43030;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43032;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43035;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43036;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43037;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43040;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43041;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43042;Fly Ash;Southern California Border;PM;Ash;Electric Generation;;;
43049;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Sulfate;0.3628
43050;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Potassium ion;0.1305
43063;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Vanadium;0
43065;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Zinc;0.0069
43067;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Ammonium;0.0521
43068;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Sodium ion;0.0626
43071;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Elemental Carbon;0
43073;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Lead;0.0003
43075;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Antimony;0
43076;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Arsenic;0.0006
43077;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Barium;0.045
43078;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Cadmium;0
43079;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Calcium;37.0364
43080;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Chloride ion;0.185
43081;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Chromium;0.0021
43083;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Copper;0.006
43085;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Nitrate;0.0572
43088;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Organic carbon;8.5723
43089;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Manganese;0.0197
43090;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Magnesium;0.7411
43095;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Nickel;0.0042
43098;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Sulfate;30.5111
43106;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Ammonium;0.0552
43110;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Vanadium;0.0036
43114;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Sodium ion;0.1076
43116;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Elemental Carbon;0.008
43118;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Organic carbon;1.975
43119;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Zinc;0.0133
43120;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Antimony;0.0053
43123;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Potassium ion;0.0703
43124;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Arsenic;0
43125;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Barium;0
43126;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Cadmium;0
43127;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Calcium;22.6298
43128;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Chloride ion;0.1263
43129;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Chromium;0.0009
43131;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Copper;0.0009
43133;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Manganese;0.2571
43134;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Nickel;0.0018
43137;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Nitrate;0
43138;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Magnesium;0.4092
43139;Fly Ash;Southern California Border;PM;Ash;Industrial;Miscellaneous;Lead;0.0027
43146;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sulfate;1.6811
43160;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Vanadium;0.0147
43162;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Zinc;0.0164
43163;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Ammonium;0.0332
43164;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sodium ion;0.1425
43166;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Elemental Carbon;0.2878
43170;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Antimony;0.0012
43171;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Potassium ion;0.1026
43172;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Organic carbon;2.6175
43173;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Arsenic;0.0003
43174;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Barium;0.0498
43175;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Cadmium;0
43176;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Calcium;12.5529
43177;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chloride ion;0.1143
43178;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chromium;0.0096
43180;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Copper;0.006
43182;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nickel;0.0044
43184;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nitrate;0.1137
43187;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Manganese;0.0943
43188;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Lead;0.005
43192;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Magnesium;1.021
43197;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sulfate;0.3533
43203;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Ammonium;0.0409
43208;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Vanadium;0.0238
43210;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Potassium ion;0.0634
43212;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sodium ion;0.057
43214;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Elemental Carbon;0.5788
43217;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Zinc;0.0318
43218;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chromium;0.0126
43220;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Antimony;0
43221;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Arsenic;0.0008
43222;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Barium;0
43223;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Cadmium;0
43224;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chloride ion;0.0398
43227;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Copper;0.0091
43230;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nitrate;0.0308
43231;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Calcium;5.0776
43232;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Organic carbon;2.7613
43234;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nickel;0.0032
43237;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Manganese;0.1086
43238;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Magnesium;1.1322
43239;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Lead;0.0172
43246;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sulfate;1.0245
43256;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Vanadium;0.0119
43258;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Zinc;0.0118
43260;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Ammonium;0.0555
43261;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sodium ion;0.0984
43263;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Elemental Carbon;0.289
43264;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Potassium ion;0.0908
43265;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Organic carbon;2.5962
43267;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chloride ion;0.1127
43270;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Antimony;0
43271;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Arsenic;0.0004
43272;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Barium;0.1056
43273;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Calcium;2.5306
43275;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chromium;0.0086
43277;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Copper;0.0058
43279;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nickel;0.0013
43280;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Cadmium;0
43281;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nitrate;0.0058
43285;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Manganese;0.0614
43286;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Magnesium;0.2552
43287;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Lead;0.0052
43294;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Sulfate;14.5884
43303;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Potassium ion;0.1653
43306;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Vanadium;0
43308;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Zinc;1.7167
43310;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Ammonium;0.2539
43311;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Sodium ion;0.2148
43313;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Elemental Carbon;3.2581
43318;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Antimony;0
43319;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Arsenic;0
43320;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Barium;0.1922
43321;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Cadmium;0.0134
43322;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Calcium;10.3988
43323;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Chloride ion;0.136
43324;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Chromium;0.0111
43326;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Copper;0.1125
43329;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Organic carbon;6.2372
43332;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Nitrate;0.0272
43333;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Manganese;0.0303
43334;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Magnesium;0.1495
43335;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Lead;1.988
43340;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Nickel;0.0045
43343;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Sulfate;15.8734
43351;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Sodium ion;1.6432
43355;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Vanadium;0.003
43357;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Zinc;0.6791
43358;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Ammonium;0.0959
43360;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Elemental Carbon;2.6118
43363;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Organic carbon;10.0577
43365;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Antimony;0.0076
43368;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Potassium ion;0.5184
43369;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Arsenic;0.0004
43370;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Barium;0.1193
43371;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Cadmium;0.0014
43372;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Calcium;5.9937
43373;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Chloride ion;0.9848
43374;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Chromium;0.0149
43376;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Copper;0.0475
43378;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Manganese;0.0316
43379;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Nickel;0.0065
43382;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Nitrate;0.5879
43383;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Magnesium;0.5644
43384;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Lead;0.4434
43392;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Sulfate;1.3159
43400;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Ammonium;0.021
43404;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Vanadium;0.0226
43406;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Potassium ion;0.0388
43408;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Sodium ion;0.2015
43410;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Elemental Carbon;0.1965
43413;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Zinc;0.025
43414;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Chromium;0.0163
43415;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Antimony;0.0045
43417;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Arsenic;0.0032
43418;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Barium;1.2287
43419;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Cadmium;0.0016
43420;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Chloride ion;0.0212
43423;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Copper;0.0227
43427;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Organic carbon;0.7206
43428;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Calcium;6.1498
43431;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Nitrate;0
43432;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Manganese;0.0802
43433;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Magnesium;0.6526
43434;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Lead;0.021
43438;Fly Ash;California Bay Area;PM;Ash;Industrial;Miscellaneous;Nickel;0.0044
43439;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Potassium ion;0.3802
43443;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Sulfate;5.7651
43454;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Vanadium;0.0151
43456;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Zinc;0.0128
43458;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Ammonium;0.0033
43459;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Sodium ion;0.1564
43463;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Elemental Carbon;0.2954
43464;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Calcium;36.8033
43467;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Antimony;0
43468;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Arsenic;0.0004
43470;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Cadmium;0
43471;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Chloride ion;0.0169
43472;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Chromium;0.0094
43474;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Copper;0.0049
43477;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Barium;0.179
43478;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Organic carbon;1.5953
43480;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Nitrate;0
43482;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Manganese;0.0273
43483;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Magnesium;0.5156
43484;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Lead;0.0061
43487;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Nickel;0.0095
43492;Sand;California Bay Area;PM;Dust;Geological;Soil;Sulfate;0.3407
43498;Sand;California Bay Area;PM;Dust;Geological;Soil;Potassium ion;0.1751
43501;Sand;California Bay Area;PM;Dust;Geological;Soil;Vanadium;0.0151
43503;Sand;California Bay Area;PM;Dust;Geological;Soil;Zinc;0.018
43505;Sand;California Bay Area;PM;Dust;Geological;Soil;Ammonium;0.0305
43506;Sand;California Bay Area;PM;Dust;Geological;Soil;Sodium ion;0.1629
43511;Sand;California Bay Area;PM;Dust;Geological;Soil;Elemental Carbon;0.2649
43512;Sand;California Bay Area;PM;Dust;Geological;Soil;Chloride ion;0.0896
43515;Sand;California Bay Area;PM;Dust;Geological;Soil;Antimony;0
43516;Sand;California Bay Area;PM;Dust;Geological;Soil;Arsenic;0.0006
43517;Sand;California Bay Area;PM;Dust;Geological;Soil;Barium;0.124
43518;Sand;California Bay Area;PM;Dust;Geological;Soil;Organic carbon;1.9346
43519;Sand;California Bay Area;PM;Dust;Geological;Soil;Calcium;6.8274
43520;Sand;California Bay Area;PM;Dust;Geological;Soil;Chromium;0.0236
43522;Sand;California Bay Area;PM;Dust;Geological;Soil;Copper;0.0072
43524;Sand;California Bay Area;PM;Dust;Geological;Soil;Manganese;0.218
43525;Sand;California Bay Area;PM;Dust;Geological;Soil;Cadmium;0
43526;Sand;California Bay Area;PM;Dust;Geological;Soil;Nitrate;0
43529;Sand;California Bay Area;PM;Dust;Geological;Soil;Nickel;0.0216
43530;Sand;California Bay Area;PM;Dust;Geological;Soil;Magnesium;1.3161
43531;Sand;California Bay Area;PM;Dust;Geological;Soil;Lead;0.0096
43541;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Sulfate;0.3146
43547;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Potassium ion;0.0457
43551;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Vanadium;0.0188
43553;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Zinc;0.1047
43555;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Ammonium;0.0347
43556;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Sodium ion;0.0987
43561;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Elemental Carbon;0.9996
43564;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Antimony;0.0001
43565;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Arsenic;0.0009
43566;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Barium;0.0741
43567;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Cadmium;0
43568;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Calcium;5.1815
43569;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Chloride ion;0.0755
43570;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Chromium;0.0236
43577;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Lead;0.0476
43578;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Magnesium;0.8579
43579;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Manganese;0.095
43582;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Nickel;0.0166
43583;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Nitrate;0.0127
43584;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Organic carbon;10.6956
43585;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Copper;0.0198
43587;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Vanadium;0.0127
43595;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Sulfate;0.1819
43601;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Zinc;0.1329
43603;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Ammonium;0.0255
43604;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Sodium ion;0.0733
43606;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Elemental Carbon;1.0514
43608;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Potassium ion;0.0706
43609;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Antimony;0
43611;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Barium;0.1307
43613;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Arsenic;0
43615;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Cadmium;0
43616;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Calcium;6.7795
43617;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Chloride ion;0.0484
43618;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Chromium;0.0189
43620;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Copper;0.0143
43624;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Nickel;0.0139
43625;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Nitrate;0.0129
43628;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Manganese;0.1138
43629;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Magnesium;1.1745
43633;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Lead;0.0575
43634;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Organic carbon;11.5691
43638;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sulfate;0.0544
43644;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Ammonium;0.0233
43649;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Vanadium;0.0148
43651;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Potassium ion;0.0345
43654;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sodium ion;0.0388
43656;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Elemental Carbon;0.179
43659;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Zinc;0.0545
43660;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Antimony;0
43664;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Arsenic;0.0006
43665;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Barium;0.059
43666;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Cadmium;0.0005
43667;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Calcium;3.9713
43668;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chloride ion;0.0172
43669;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chromium;0.0238
43671;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Copper;0.0088
43673;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nickel;0.0372
43674;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nitrate;0.004
43677;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Manganese;0.103
43678;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Magnesium;2.184
43682;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Lead;0.028
43683;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Organic carbon;10.5975
43686;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sulfate;0.0629
43693;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sodium ion;0.0619
43697;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Vanadium;0.0134
43699;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Zinc;0.0531
43700;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Potassium ion;0.0718
43701;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Ammonium;0.0391
43704;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Elemental Carbon;0.5489
43708;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Arsenic;0.0003
43709;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Antimony;0.0032
43710;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Barium;0.0774
43711;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Cadmium;0
43712;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Calcium;3.9709
43713;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chloride ion;0.0256
43714;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chromium;0.0169
43716;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Copper;0.0092
43721;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Organic carbon;7.7254
43724;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nitrate;0.0062
43725;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Manganese;0.1531
43726;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Magnesium;1.2216
43727;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Lead;0.0329
43732;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nickel;0.0137
43735;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sulfate;0.2211
43743;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sodium ion;0.1198
43747;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Vanadium;0.0121
43749;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Zinc;0.2318
43750;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Ammonium;0.0295
